author,title,rating,totalratings,genre_list
Charles Frazier,Cold Mountain,3.87,227163,Historical|Historical Fiction|Historical|Romance|Military History|Civil War|War|Classics|Literature|Literary Fiction
Francine Rivers,Redeeming Love,4.5,226121,Christian Fiction|Christian|Romance|Historical|Historical Fiction|Historical|Romance|Historical Romance|Religion|Faith|Romance|Christian Romance
Ally Condie,Crossed,3.53,224446,Science Fiction|Dystopia|Romance|Science Fiction|Fantasy|Teen|Adventure|Apocalyptic|Post Apocalyptic
"William Shakespeare,Barbara A. Mowat,Paul Werstine,Robert          Jackson,Gail Kern Paster",Much Ado About Nothing,4.06,222532,Classics|Plays|Drama|Romance|Academic|School|Plays|Theatre|Literature|Humor|Humor|Comedy
Tammara Webber,Easy,4.08,221845,Romance|New Adult|Contemporary|Romance|Contemporary Romance|Academic|College|Womens Fiction|Chick Lit|Realistic Fiction|Sociology|Abuse
Stephen King,Needful Things,3.93,219612,Horror|Thriller|Fantasy|Fantasy|Supernatural|Mystery|Fantasy|Paranormal|Suspense
Austin Kleon,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,3.93,218461,Art|Self Help|Language|Writing|Design|Business|Self Help|Personal Development|Psychology|Art|Art Design|Productivity
"Haruki Murakami,Jay Rubin,Philip Gabriel",1Q84,3.92,217854,Fantasy|Magical Realism|Cultural|Japan|Science Fiction|Asian Literature|Japanese Literature|Contemporary|Literature|Science Fiction|Dystopia
Marie Lu,Prodigy,4.25,217053,Science Fiction|Dystopia|Romance|Science Fiction|Fantasy|Adventure|Teen|Action
Marissa Meyer,Winter,4.42,216753,Fantasy|Science Fiction|Romance|Retellings|Science Fiction|Dystopia|Fantasy|Fairy Tales|Adventure
Charlaine Harris,Dead as a Doornail,3.99,214141,Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Urban Fantasy|Romance|Mystery|Romance|Paranormal Romance|Fantasy|Supernatural
"Jostein Gaarder,Paulette MÃ¸ller",Sophie's World,3.94,213928,Philosophy|Classics|Fantasy|Literature|Contemporary|Unfinished|European Literature|Scandinavian Literature
Stephen King,Doctor Sleep,4.11,213755,Horror|Thriller|Fantasy|Fantasy|Paranormal|Fantasy|Supernatural|Mystery|Suspense
James Patterson,The Angel Experiment,4.06,213152,Fantasy|Science Fiction|Adventure|Fantasy|Paranormal|Teen|Action|Mystery|Fantasy|Urban Fantasy
Susanna Clarke,Jonathan Strange & Mr Norrell,3.82,212880,Fantasy|Historical|Historical Fiction|Historical|Fantasy|Magic|Science Fiction Fantasy|Science Fiction|Alternate History|Magical Realism
"Stephen King,Marie Milpois",Christine,3.8,211292,Horror|Thriller|Fantasy|Fantasy|Supernatural|Fantasy|Paranormal|Mystery|Suspense
"Robert Kirkman,Tony Moore,Andreas Mergenthaler,Frank Darabont,Charles Adlard,Sina Grace,Hardy Hellstern,Charlie Adlard,Rus Wooton,Stefano Gaudiano,Cliff Rathburn,Marc-Oliver Frisch,Dave    Stewart,Michael Schuster,Frank Neubauer","The Walking Dead, Vol. 1: Days Gone Bye",4.27,209372,Sequential Art|Graphic Novels|Sequential Art|Comics|Horror|Horror|Zombies|Graphic Novels Comics|Comics|Comic Book|Apocalyptic|Post Apocalyptic|Science Fiction|Dystopia|Fantasy
"Tsugumi Ohba,Takeshi Obata,Pookie Rolf","Death Note, Vol. 1: Boredom",4.45,209127,Sequential Art|Manga|Sequential Art|Graphic Novels|Sequential Art|Comics|Fantasy|Horror|Mystery|Thriller|Fantasy|Supernatural
Banksy,Wall and Piece,3.85,209084,Art|Politics|Art|Street Art|Art|Art Design|Art|Photography|Design|Art|Graffiti|Reference|European Literature|British Literature
Kate Atkinson,Life After Life,3.76,207029,Historical|Historical Fiction|Fantasy|Historical|Science Fiction|Time Travel|Literary Fiction|War|World War II|War
David Levithan,Every Day,3.93,205726,Romance|Fantasy|Contemporary|LGBT|Fantasy|Paranormal|Magical Realism|Teen|Science Fiction
Eric Schlosser,Fast Food Nation: The Dark Side of the All-American Meal,3.74,203285,Food and Drink|Food|Health|Sociology|Politics|History|Science|Academic|School|Business|Health|Nutrition
Deborah Harkness,Shadow of Night,4.04,202313,Fantasy|Romance|Fantasy|Paranormal|Historical|Historical Fiction|Paranormal|Vampires|Paranormal|Witches|Science Fiction|Time Travel|Fantasy|Magic|Fantasy|Urban Fantasy
Sophie Kinsella,I've Got Your Number,3.94,202016,Womens Fiction|Chick Lit|Romance|Contemporary|Humor|Romance|Contemporary Romance|Adult Fiction|Humor|Comedy
Jennifer Weiner,In Her Shoes,3.8,201617,Womens Fiction|Chick Lit|Romance|Contemporary|Adult Fiction|Humor|Womens Fiction|Family
Robert A. Heinlein,Starship Troopers,4.0,201596,Science Fiction|Classics|War|Military Fiction|War|Science Fiction Fantasy|Space|Space Opera|Fantasy|Space
Stephen King,Cell,3.66,201438,Horror|Horror|Zombies|Thriller|Science Fiction|Apocalyptic|Post Apocalyptic|Fantasy|Science Fiction|Apocalyptic|Science Fiction|Dystopia|Suspense
David McCullough,1776,4.06,201109,History|North American Hi...|American History|Historical|Military History|American Revolution|War|American Revolution|American Revolutionary War|Politics|War|Military Fiction
Vanessa Diffenbaugh,The Language of Flowers,4.08,199905,Romance|Contemporary|Book Club|Adult Fiction|Womens Fiction|Chick Lit|Realistic Fiction
Jeff Lindsay,Darkly Dreaming Dexter,3.88,199558,Mystery|Thriller|Mystery|Crime|Horror|Thriller|Mystery Thriller|Suspense|Contemporary
Charlaine Harris,Definitely Dead,4.0,198819,Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Urban Fantasy|Romance|Mystery|Romance|Paranormal Romance|Fantasy|Supernatural
M.R. Carey,The Girl with All the Gifts,3.94,198527,Horror|Science Fiction|Horror|Zombies|Science Fiction|Dystopia|Apocalyptic|Post Apocalyptic|Fantasy|Thriller
Pat Conroy,The Prince of Tides,4.23,198109,Classics|American|Southern|Romance|Contemporary|Literary Fiction|Literature|Drama|Adult Fiction
Arthur  Miller,Death of a Salesman,3.54,195711,Plays|Classics|Drama|Academic|School|Plays|Theatre|Literature|Academic|Read For School|High School|Literature|American
David Sedaris,When You Are Engulfed in Flames,4.04,194594,Humor|Autobiography|Memoir|Writing|Essays|Short Stories|Humor|Comedy|Biography|Biography Memoir|Biography|Autobiography
Charlaine Harris,All Together Dead,4.04,193092,Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Urban Fantasy|Romance|Mystery|Romance|Paranormal Romance|Fantasy|Supernatural
Stephen King,The Dead Zone,3.94,192151,Horror|Thriller|Fantasy|Mystery|Suspense|Science Fiction|Fantasy|Paranormal|Fantasy|Supernatural
Tahereh Mafi,Unravel Me,4.2,191970,Science Fiction|Dystopia|Fantasy|Romance|Science Fiction|Fantasy|Paranormal|New Adult|Young Adult Fantasy|Apocalyptic|Post Apocalyptic
"Albert Camus,Stuart Gilbert",The Plague,4.01,190292,Classics|Philosophy|Cultural|France|Literature|European Literature|French Literature|Literature|20th Century|Literary Fiction|Cultural|Africa
Sara Shepard,Pretty Little Liars,3.87,189942,Mystery|Contemporary|Romance|Womens Fiction|Chick Lit|Teen|Thriller|Realistic Fiction|Drama
William Shakespeare,King Lear,3.91,189591,Classics|Plays|Drama|Academic|School|Plays|Theatre|Literature|Poetry|Academic|Read For School|Tragedy
Toni Morrison,The Bluest Eye,4.08,188644,Classics|Historical|Historical Fiction|Cultural|African American|Race|Literature|Literary Fiction|Academic|School|Literature|American
Julia Quinn,The Duke and I,3.87,188431,Romance|Romance|Historical Romance|Historical|Historical|Historical Fiction|Historical|Regency|Historical Romance|Regency Romance|Womens Fiction|Chick Lit
Alice Clayton,Wallbanger,4.03,185808,Romance|Contemporary|Romance|Contemporary Romance|Humor|New Adult|Womens Fiction|Chick Lit|Adult Fiction|Erotica|Humor|Comedy
"Paulo Coelho,Margaret Jull Costa,KÃ¢muran Åžipal",Veronika Decides to Die,3.71,185175,Contemporary|Philosophy|Psychology|Romance|Drama|Health|Mental Health|Literature|Spirituality
Sylvia Day,Entwined with You,4.19,184273,Romance|Adult Fiction|Erotica|Contemporary|Romance|Contemporary Romance|Romance|Erotic Romance|Erotica|BDSM|New Adult|Womens Fiction|Chick Lit
"Diana Gabaldon,Janos Farkas",The Fiery Cross,4.22,184185,Historical|Historical Fiction|Romance|Fantasy|Science Fiction|Time Travel|Historical|Romance|Historical Romance|Adventure
Robin Sloan,Mr. Penumbra's 24-Hour Bookstore,3.74,182965,Mystery|Fantasy|Writing|Books About Books|Contemporary|Adult Fiction|Adventure
"Kenneth Branagh,William Shakespeare","Hamlet: Screenplay, Introduction And Film Diary",4.14,182760,Classics|Plays|Drama|Literature|Academic|School|Plays|Theatre|Academic|Read For School|High School|Poetry
"Richard Bachman,Stephen King",Thinner,3.74,182188,Horror|Thriller|Fantasy|Fantasy|Supernatural|Fantasy|Paranormal|Suspense|Mystery
Jodi Picoult,The Storyteller,4.26,181819,Historical|Historical Fiction|World War II|Holocaust|Historical|Contemporary|Adult Fiction|War|World War II|War|Drama
"William Shakespeare,Paul Werstine,David Lindley,Israel Gollancz,Barbara A. Mowat",The Tempest,3.8,180980,Classics|Plays|Drama|Fantasy|Academic|School|Plays|Theatre|Literature|Poetry|Academic|Read For School
Marie Lu,Champion,4.33,180138,Science Fiction|Dystopia|Romance|Science Fiction|Fantasy|Adventure|Action|Teen
Susannah Cahalan,Brain on Fire: My Month of Madness,4.05,180049,Autobiography|Memoir|Psychology|Biography|Health|Mental Health|Science|Medical|Biography Memoir|Health|Medicine
Stephen King,Bag of Bones,3.91,178896,Horror|Thriller|Mystery|Fantasy|Fantasy|Paranormal|Suspense|Fantasy|Supernatural|Paranormal|Ghosts
"Sophocles,Alphonse Dain,J.E. Thomas,Paul Mazon",Oedipus Rex,3.72,178823,Classics|Plays|Drama|Academic|School|Fantasy|Mythology|Academic|Read For School|Plays|Theatre|Literature|High School
Susan Ee,Angelfall,4.11,178581,Fantasy|Paranormal|Angels|Fantasy|Paranormal|Science Fiction|Dystopia|Romance|Fantasy|Urban Fantasy|Apocalyptic|Post Apocalyptic|Fantasy|Supernatural
Jenny  Lawson,Let's Pretend This Never Happened: A Mostly True Memoir,3.87,178158,Autobiography|Memoir|Humor|Biography|Humor|Comedy|Biography Memoir|Biography|Autobiography|Health|Mental Health
"Bernhard Schlink,Carol Brown Janeway",The Reader,3.76,177707,Historical|Historical Fiction|Classics|European Literature|German Literature|World War II|Holocaust|Romance|Historical|Cultural|Germany|War|War|World War II
Robert Ludlum,The Bourne Supremacy,4.1,177611,Thriller|Mystery|Suspense|Spy Thriller|Espionage|Action|Adventure|Mystery|Crime|Drama|Thriller|Mystery Thriller
"William Shakespeare,Roma Gill",Julius Caesar,3.69,177008,Classics|Plays|Drama|Academic|School|Historical|Historical Fiction|Literature|Academic|Read For School|Plays|Theatre|High School
Kate Egan,The Hunger Games: Official Illustrated Movie Companion,4.52,175110,Science Fiction|Dystopia|Media Tie In|Adventure|Culture|Film|Teen|Romance|Love|Thriller|Romance|M M Romance
James Dashner,The Kill Order,3.71,174922,Science Fiction|Dystopia|Science Fiction|Fantasy|Apocalyptic|Post Apocalyptic|Adventure|Teen|Action
Samantha Young,On Dublin Street,4.2,174464,Romance|New Adult|Contemporary|Romance|Contemporary Romance|Adult Fiction|Erotica|Womens Fiction|Chick Lit|Romance|Erotic Romance|Adult Fiction
Agatha Christie,The Murder of Roger Ackroyd,4.24,174037,Mystery|Classics|Mystery|Crime|Thriller|Mystery Thriller|Mystery|Detective|Thriller|European Literature|British Literature|Mystery|Murder Mystery
"Jon Scieszka,Lane Smith",The True Story of the 3 Little Pigs,4.3,173922,Picture Books|Humor|Animals|Fantasy|Fairy Tales|Fantasy|Kids|Classics|Retellings
John Gray,"Men Are from Mars, Women Are from Venus",3.57,172529,Self Help|Psychology|Relationships|Marriage|Self Help|Personal Development|Philosophy|Romance|Unfinished|Language|Communication
Jamie McGuire,Walking Disaster,4.19,172528,Romance|New Adult|Contemporary|Romance|Contemporary Romance|Academic|College|Womens Fiction|Chick Lit|Warfare|Fighters|Love
Lois Lowry,Gathering Blue,3.81,169173,Science Fiction|Dystopia|Fantasy|Science Fiction|Middle Grade|Classics|Teen
Hugh Howey,Wool Omnibus,4.2,168999,Science Fiction|Science Fiction|Dystopia|Apocalyptic|Post Apocalyptic|Fantasy|Science Fiction Fantasy|Science Fiction|Apocalyptic|Speculative Fiction
Henry David Thoreau,Walden,3.78,168634,Classics|Philosophy|Environment|Nature|Autobiography|Memoir|Literature|Biography|Writing|Essays|Literature|American|Environment
Karen Marie Moning,Darkfever,4.05,168618,Fantasy|Fantasy|Urban Fantasy|Fantasy|Paranormal|Romance|Romance|Paranormal Romance|Fairies|Fae|Fantasy|Supernatural|Paranormal|Vampires
Jodi Picoult,Plain Truth,3.97,168551,Mystery|Contemporary|Womens Fiction|Chick Lit|Amish|Adult Fiction|Drama|Mystery|Crime
Rick Riordan,The Sword of Summer,4.22,167269,Fantasy|Fantasy|Mythology|Middle Grade|Adventure|Fantasy|Urban Fantasy|Fantasy|Magic|Young Adult Fantasy
Jon Krakauer,Under the Banner of Heaven: A Story of Violent Faith,3.99,167104,Religion|History|Crime|True Crime|Mystery|Crime|Biography|Religion|Cults|Book Club|Writing|Journalism
Nicholas Sparks,The Guardian,4.15,164710,Romance|Womens Fiction|Chick Lit|Contemporary|Adult Fiction|Romance|Contemporary Romance|Mystery|Drama|Thriller
Jen Sincero,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,3.94,164084,Self Help|Self Help|Personal Development|Psychology|Business|Inspirational|Unfinished|Spirituality
Abbi Glines,Fallen Too Far,4.17,164001,Romance|New Adult|Contemporary|Romance|Contemporary Romance|Womens Fiction|Chick Lit|Adult Fiction|Erotica|Love
Jess Walter,Beautiful Ruins,3.67,163460,Historical|Historical Fiction|Cultural|Italy|Romance|Contemporary|Adult Fiction|Book Club|Literary Fiction
Ralph Ellison,Invisible Man,3.89,162754,Classics|Literature|Cultural|African American|Race|Historical|Historical Fiction|Academic|School|Literature|American|Literary Fiction
William Faulkner,The Sound and the Fury,3.86,162630,Classics|Literature|Literature|American|Literature|20th Century|Gothic|Southern Gothic|American|Southern|Academic|School|Literary Fiction
Christina Lauren,Beautiful Bastard,4.0,162132,Romance|Contemporary|Romance|Contemporary Romance|Adult Fiction|Erotica|New Adult|Romance|Erotic Romance|Womens Fiction|Chick Lit|Humor
Alexandra Bracken,The Darkest Minds,4.16,161929,Science Fiction|Dystopia|Fantasy|Science Fiction|Romance|Fantasy|Paranormal|Adventure|Young Adult Fantasy|Fantasy|Supernatural
Brandon Sanderson,Steelheart,4.13,161530,Fantasy|Science Fiction|Science Fiction|Dystopia|Fantasy|Urban Fantasy|Comics|Superheroes|Adventure|Science Fiction Fantasy
Michelle Hodkin,The Unbecoming of Mara Dyer,4.03,161205,Fantasy|Paranormal|Fantasy|Romance|Mystery|Fantasy|Supernatural|Horror|Contemporary|Romance|Paranormal Romance
Cormac McCarthy,No Country for Old Men,4.1,161003,Thriller|Mystery|Crime|Westerns|Mystery|Literature|Classics|Contemporary|Literature|American
Amor Towles,Rules of Civility,4.04,160843,Historical|Historical Fiction|Historical|New York|Literary Fiction|Book Club|Adult Fiction
William Shakespeare,Twelfth Night,3.98,160694,Classics|Plays|Drama|Academic|School|Plays|Theatre|Romance|Literature|Poetry|Academic|Read For School
"Kennilworthy Whisp,J.K. Rowling",Quidditch Through the Ages,3.82,160398,Fantasy|Fantasy|Magic|Middle Grade|Short Stories|Science Fiction Fantasy|Young Adult Fantasy
Irvine Welsh,Trainspotting,4.06,160115,Contemporary|Classics|Thriller|Mystery|Cultural|Scotland|Mystery|Crime|Drama|Dark
Jennifer L. Armentrout,Onyx,4.26,159002,Fantasy|Paranormal|Romance|Fantasy|Science Fiction|Aliens|Science Fiction|Romance|Paranormal Romance|Fantasy|Supernatural|Fantasy|Urban Fantasy
Nicholas Sparks,Nights in Rodanthe,3.83,158518,Romance|Womens Fiction|Chick Lit|Contemporary|Adult Fiction|Romance|Contemporary Romance|Love|Drama
H.G. Wells,The Invisible Man,3.64,158345,Classics|Science Fiction|Fantasy|Horror|Literature|Science Fiction Fantasy|Literature|19th Century
Stephen King,Dreamcatcher,3.63,157755,Horror|Science Fiction|Thriller|Fantasy|Science Fiction|Aliens|Fantasy|Supernatural|Mystery|Fantasy|Paranormal|Suspense
Julie Powell,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",3.7,157546,Autobiography|Memoir|Food and Drink|Food|Food and Drink|Cooking|Biography|Womens Fiction|Chick Lit|Biography Memoir|Humor|Food and Drink|Cookbooks|Food and Drink|Foodie
Malcolm Gladwell,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",3.95,157130,Psychology|Business|Self Help|Sociology|Science|History|Leadership|Self Help|Personal Development
Rachel Joyce,The Unlikely Pilgrimage of Harold Fry,3.91,157045,Contemporary|Book Club|Adult Fiction|European Literature|British Literature|Literary Fiction|Travel
Julian Barnes,The Sense of an Ending,3.73,156819,Contemporary|Literary Fiction|Literature|European Literature|British Literature|Book Club|Adult Fiction|Mystery
Tahereh Mafi,Ignite Me,4.38,155839,Science Fiction|Dystopia|Fantasy|Romance|Science Fiction|Fantasy|Paranormal|New Adult|Young Adult Fantasy|Apocalyptic|Post Apocalyptic
"Paulo Coelho,Margaret Jull Costa",Eleven Minutes,3.7,155082,Romance|Contemporary|Philosophy|Literature|Cultural|Brazil|Drama|Spirituality
Laura Hillenbrand,Seabiscuit: An American Legend,4.19,154352,History|Biography|Sports|Sports|Animals|Animals|Horses|Historical|Biography Memoir|North American Hi...|American History|Sports|Horse Racing
Agatha Christie,Murder at the Vicarage,4.06,154346,Mystery|Classics|Mystery|Crime|Thriller|Mystery Thriller|Mystery|Detective|European Literature|British Literature|Mystery|Cozy Mystery
Deborah Harkness,The Book of Life,4.17,154048,Fantasy|Romance|Fantasy|Paranormal|Paranormal|Vampires|Paranormal|Witches|Fantasy|Magic|Fantasy|Urban Fantasy|Historical|Historical Fiction|Romance|Paranormal Romance
Art Spiegelman,The Complete Maus,4.53,153660,Sequential Art|Graphic Novels|Sequential Art|Comics|History|Biography|Autobiography|Memoir|War|Historical|World War II|Holocaust|Graphic Novels Comics
Philippa Gregory,The Constant Princess,3.91,153333,Historical|Historical Fiction|Historical|Romance|English History|Tudor Period|European Literature|British Literature|Romance|Historical Romance|Adult Fiction
Matthew Quick,The Silver Linings Playbook,3.98,152895,Contemporary|Romance|Health|Mental Health|Adult Fiction|Mental Health|Mental Illness|Realistic Fiction|Drama
"Katherine Applegate,Patricia Castelao",The One and Only Ivan,4.25,152637,Middle Grade|Animals|Fantasy|Juvenile|Realistic Fiction|Chapter Books
"Stephen King,John D. MacDonald",Night Shift,4.01,152042,Horror|Short Stories|Thriller|Fantasy|Anthologies|Mystery|Suspense|Fantasy|Paranormal|Fantasy|Supernatural
"Dante Alighieri,Anthony M. Esolen",Inferno,4.0,151335,Classics|Poetry|Literature|Religion|Fantasy|Academic|School|European Literature|Italian Literature|Philosophy|Historical|Medieval
Becca Fitzpatrick,Finale,4.15,151280,Fantasy|Paranormal|Angels|Romance|Fantasy|Paranormal|Romance|Paranormal Romance|Fantasy|Supernatural|Fantasy|Urban Fantasy|Young Adult Fantasy
Laini Taylor,Days of Blood & Starlight,4.13,150804,Fantasy|Romance|Fantasy|Paranormal|Paranormal|Angels|Fantasy|Urban Fantasy|Fantasy|Magic|Young Adult Fantasy
Elizabeth Gaskell,North and South,4.13,150640,Classics|Romance|Historical|Historical Fiction|Historical|Literature|19th Century|Historical|Victorian|Literature|European Literature|British Literature|Romance|Historical Romance
BrenÃ© Brown,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",4.25,150545,Self Help|Psychology|Self Help|Personal Development|Leadership|Parenting|Business|Relationships|Health|Mental Health
"Bisco Hatori,Gary Leach,Kenichiro Yagi","Ouran High School Host Club, Vol. 1",4.37,150443,Sequential Art|Manga|Romance|Sequential Art|Graphic Novels|Sequential Art|Comics|Humor|Humor|Comedy|Media Tie In|Anime|Manga|Shojo
